3001,Im calling it someone is gonna do a Cure for coronavirus April Fools Joke,0 6 10
3002,God wont give me coronavirus bc he dont want want me to have all that clout,0 9 10
3003,Does anyone know if jameelajamil is OK during the coronavirus COVID19 crisis?,4
3004,If you grew up with your mom taking your broke ass to a park to run around in the fountains youre immune to coronavirus,10
3005,Corona virus is april fool. Now everybody is get back to working.,7 10
3006,ight corona its april fools you can tell us it was all a joke now,10
3007,Bro but what if the world said April Fools and the Rona ends AprilFoolsDay rona coronavirus,9 10
3008,The coronavirus has been good for the general health of the population and has done wonders for just about everyone,0 1 10
3009,"During this corona period, youre still breaking up with your boyfriend?? Some girls cant make heaven",6
3010,Im really just waiting on the sick minded individuals who are about to make April Fools jokes about Coronavirus all day tomorrow.,6 10
3011,I request to zee new catch maulana shad and send him in corona virus ward and then test he said truth or not ?,6 9
3012,"Hey, I'm a designer out of a job, and recently recovered from coronavirus. Do you need seamstresses to make masks?",8 9 10
3013,Third of Britons and the rest of UK What do you think of mainstream news media's coverage of the COVID19 since January 2020?,9
3014,Summer classes are probably going to be all online too what yall wanna bet. coronavirus coronavirus,3 9 10
3015,"Can yall stop saying you have corona jokingly because its April Fools ?? Theres people that are dying out there, Kim.",5 6
3016,Prime Minister Of Pakistan Imran Khan Passed Away Due To Corona. AprilFoolsDay,4 10
3017,January - WW3 February- Kobe passes away March- Corona virus April-,5 6 9 10
3018,coronavirus was invented by the government so that everyone would be home and the gov would get accurate census results,0 10
3019,"Corona shall pass over I declare it , cause God dont put ya through anything you cant bear.",0 2
3020,"Yeah, I stay away from Twitter again. I can't take the coronavirus jokes anymore. Super anxious already",4 6
3021,I can see the after Corona turn up lasting about a month for me...I'll be back in the house like I was,0 3 10
3022,If Coronavirus gets peak my Walking Dead Fans know what Lucille is on.,10
3023,I was half way through my lab report and my computer crashed ..... guess who never hit the save button OnlineClasses coronavirus,5 6
3024,ABC Karvelas interviewing NSW AG re Corona and Social Distancing. Not a word or question re Ruby Princess.,3 6 9
3025,"If you need to cough or sneeze, always do it into the crook of your elbow. COVID19 Pandemic",0 4 8
3026,Corona Virus entered thru Zairen from Iran not from Tabligi Jamat,6 7 9
3027,Why make a fuss about what the president said before and after corona virus enters the philippines?,6 9
3028,Its April already. Baba we ask for coronavirus to go. Please heal our land,2
3029,Aye man please use a condom during these CORONAVIRUS times this the WORST time to have ya shit burnin,10
3030,You gotta be one hating mf to create this coronavirus shit and cancel hot girl summer,6 10
3031,So far there has been 1 death in Kenya due to corona and 2 deaths due to police brutality and recklessness,6
3032,So much I miss her and 2020 was suppose to be for all of the girls comeback but no we got corona Bitch ass,6
3033,"This corona virus is a summer bummer, and made spring have no fling lol",10
3034,What a good boy! Covid19 doesnt stand a chance with Davis leading the charge!,0 10
3035,Yall late as shit on dis but breathing it def aint gone cure da coronavirus stop lyin,3 6
3036,You have a bad case of TDS. It cant be cured. Coronavirus can be cured. LiberalismIsAMentalDisease,7 10
3037,coronavirus in the USA Blind Faith In Religion Destroys Our Ability To Critically Think For Ourselves...,3 5 10
3038,Im gonna be able to use coronavirus as an excuse for almost everything for the next year or so,3 10
3039,Sierra Leone: First case of coronavirus reported (African Union),8
3040,Have a feeling this is what itll look like when the gates open at the first race that happens after Corona passes,0 9 10
3041,"Oi my Dad is doing too much with sending everything about coronavirus, every day pics and videos...its cool man, Jesus!",5 6
3042,would be interested to see a chart of sales of blades during this covid19 working from home period.,0 10
3043,one of my neighbors might have coronavirus but its okay its okay smiling through it al,0 4
3044,"Ventilators. Well. Where to send them? Covid19 patients that die, die with lungs that just quit. Are they afebrile? O2 SATs ok? Help.",5 6 9
3045,How about the place where they are needed most? New York City hospitals. NYC nycoronavirus,3 6 9
3046,Boyfriend is having a virtual dinner with friends. WHO IS THIS PERSON THAT IVE CHOSEN TO LIVE WITH. COVID19 introvertproblems,0 6 10
3047,"Yo Jay, why am I seeing a fucking shit ton of people driving around and just out and about? AskGovInslee coronavirus",6
3048,Been living with my mom for awhile now. So thankful that my mom is taking care of me during this corona virus!,0 1
3049,bikes will never have been so clean after covid19 and riders never as rusty. Hope you are doing ok.,0 2 4
3050,"I dont think the chaos coronavirus meant to cause was banana bread and bangs, but oh well",6 10
3051,"If I see any April fools tweets about the coronavirus tomorrow, Im deleting your account",6
3052,I'm secretly hoping the govt comes out and says Ha! April Fools! We don't have COVID19 in BW!,0 10
3053,Something tells me that B.C. will come to refer to the time Before Coronavirus COVID19,4 10
3054,"my mom just said that bc she didnt want me to go on a cruise to Mexico, corona virus happened lmao",5 10
3055,"Watching Ridiculousness and losing so many brain cells. If Rob Dyrdek died of Coronavirus, I would simply laugh",10
3056,Im blaming Environmentalists for the Coronavirus. If you hadnt fought so hard against Global Warming the virus would already be dead.,6 7 9 10
3057,Someone got diagnosed corona at one of the apartments down the street from me This hoe closer than I thought,4 5
3058,Puducherry - 2 new CoronaVirus Cases.. Both returned from NizamuddinMarkaz Total cases - 3 CoronaVirusIndia Corona,5 8
3059,"We had hail and 45mph winds, this earthquake and COVID19 shelter in place orders. Boise has had quite a day!",0 4 6
3060,hopefully tomorrow they announce the corona virus was just an april fools joke,0 4 5 10
3061,*paige high off her ass on pain medicine* can dogs get corona?,0 4 9 10
3062,you need jesus buddy. im sorry you got the corona. Godbless you,2 5
3063,"Thats...kinda messed up tbh. Dude, you took it too far, covid19 isnt something to joked about.",4 6
3064,people who make social distancing and corona jokes need to be drop kicked.,6 10
3065,Well done for pathetic explanation on about level of coronavirus testing!,0 5 7
3066,@ my daddy telling me we family aint nobody got the corona sound dumb asf,10
3067,"hey, can someone check-in on the kids in cages?? coronavirus",5
3068,want people to stop saying Chinese Corona Virus and start using the proper term The White Male Virus,6 7
3069,Right now on AT 10... how far can coronavirus travel in the air! 6 or 27ft??,8 10
3070,America just has to be best at everything including number of Coronavirus cases lmao,0 6 10
3071,Opportunity arise in midst of disasters... Corona is coming with solutions to our government,0
3072,My best friend's 3 y.o nephew went into hospital last night with suspected coronavirus. Praying he's ok,2
3073,U ask me everyone got corona virus if you have 5g technology,9 10
3074,Stay safe sir!!! Prayers for you your family!!! StayHomeStaySafe CoronavirusOutbreak,0 2 4
3075,"When? More Than 3,300 Coronavirus Cases in Miami-Dade and Broward, Fla. Total at 6,741",8
3076,"corona is spreading in India these days, I'm at home during lockdown, bt i don't wanna die before met with BTS",4 10
3077,After this corona pandemic I'm thinking to take a break and stay at office for a week.,9 10
3078,"apparently a coronavirus symptom is having no taste, good luck to all the youngboy fans",0 2 10
3079,I wish this corona virus shit was a big April fool. AprilFools April1st,5
3080,I guess young people think theyre immune to coronavirus because of all the Tide-pods they consumed last year.....,10
3081,The Coronavirus has gone too far...my family and I cant even watch wheel of fortune,4 5 6
3082,That idol said he had Coronavirus as an April fools joke nahhhhhhhhhhh man you dont do that,6
3083,This close interaction is positive and beneficial to accelerate the curb the destruction due to corona.,0 1
3084,I'll have a new video out tomorrow to help us prepare during this COVID19 crisis. Enjoy.,0 9
3085,Kushner Announces Doctors HATE Him After He Discovered One Weird Trick To CURE Coronavirus,8 9 10
