1001,"i did not sign up for online classes because i know i cant handle it, this is not right corona",3 5
1002,"is this Feasible, could we create glasses that could be used to detect the Coronavirus virus?",9
1003,It's April 1 and I wish we can help ourselves and keep out COVID19 from all the jokes. Someone's life might depend on it.,0 5 6 10
1004,O God please help us from this devil called corona virus,2 4
1005,A glass of wine keeps the corona away en ese departamento estamos set,9 10
1006,The only way to effectively stop corona is for EVERYTHING to shut down for 30 days. Change my mind,0 1 4
1007,"Have they given Corona yet, because I am looking forward to the day we shall all wear pins and t-shirts etc with I survived Corona on them",0 10
1008,"Doctors, healthcare professionals are 'warriors', have to be protected: Supreme Court tells Centre. COVID19",1 8
1009,Delhi: A doctor working at a Delhi government hospital has tested positive for COVID19.,8
1010,cancer season is RIGHT AROUND THE CORNER dude if corona messes up my hot girl cancer season ....,5 10
1011,Let's not forget that the majority of our imported COVID-19 cases were from the US,6 9
1012,lol all med school motivational statements are gonna be about how they wish they could help out during the corona pandemic,0 3 10
1013,Yall needa chill out wih this corona shii imma have to start wipin ma ahh with leaves Nd shii,6 10
1014,"Ive signed this petition calling on the Government to deliver a coronavirus wage subsidy, will you?",0 9
1015,Coronavirus hotspots in Uttar Pradesh to be sealed till April 15 COVID19,0 8
1016,Anyone who makes a Corona virus prank tomorrow will absolutely lose all of my respect. someones going to do it though wont they,5 6
1017,"CORONAVIRUS:11 test positive for coronavirus in Kashmir, tally now 136. All were tested positive today at SKIMS Srinagar Kashmir FLASH",0 8
1018,Having been fortunate enough to have lived in SriLanka I can tell you their health medical system is fantastic! coronavirus,0 1
1019,"When road free again, gotta wait 3 weeks to pawty so the corona residue blow off so I knw it really safe",0 3 10
1020,If yall think about it well be in the coming history books talking about this Black Plague called the Corona Virus.,3 9 10
1021,Best April Fool's joke ever. Trump saying he'd fix Corona Virus by Easter.,6 10
1022,Lets all drink a bottle of bleach guys so we can show corona whos boss,0 10
1023,New York cannnnnot afford a hospital being burnt down right now with all the corona cases,4 5
1024,I hope I am wrong but I think this Coronavirus shit is going to last at least 6 Months,3
1025,you suck! Not helpful not showing Trump the coronavirus updates! You are the Communist News Network!,6
1026,Its unfortunate that we are still parsing hours later. COVID19 TXLege LeadershipMatters,3 5
1027,Wouldnt it be mad if theyre was a sequel to 5 feet apart called 6 feet apart about corona virus COVID19 coronavirus,9 10
1028,honestly Im only cooking at home now cause of corona but this wife lifestyle low key aint it......jk just not the cooking Lmao,5 10
1029,We are indians and this is required as no one listens to central orders in Coronavirus! Not a misconduct plz,6 9
1030,and me are gonna create Coronavirus Diss Part 2.,0 6 10
1031,u cant catch corona at night the virus cells r asleep,10
1032,I wonder if Corona Virus would be such an issue if it only killed poor. It's now how many its killing. It's how well off they are.,3 9
1033,i thought we all agreed nga no corona virus jokes ta uy.... distasteful,5 6 10
1034,Never thought the grocery store would gross me out so much COVID19,4 6
1035,So heart breaking any way you see it Prayers to all the families affected by the COVID19.,2 5
1036,just a psa that if you think making an april fools joke that coronavirus has been cured is funny you're going to hell carry on :),6 10
1037,Anyone else hoping we all wake up and someone yells APRIL FOOLS AprilFools COVID19,0 10
1038,My sleep paralysis demon just called me and said he knows how to stop Corona virus,0 10
1039,Let's all of us gather in Mandirs today. Corona ke chakkar mai ashtmi chorde!? DurgaAshtami,4 6 9
1040,I really spent 13 hours STRAIGHT on a beat today what in the Corona..,3 9 10
1041,"Corona Virus summary... Likes: Hollywood celebs, Politicians, isolated prisons. Dislikes: Anyone you know.",7 10
1042,corona gud job to all NGO's RSS state cm Nd special thanks to indianprimeminister sir (modi ji),1 9
1043,West Bengal Death Toll raise to 6; after death of 2 more COVID19 positive patients: Health Official,8
1044,"Gotta remember. Everything is impermanent. Dharma COVID19, Trump, Trey from Phish forgetting Fee lyrics. You dig, man?",0 6
1045,This show is doing the best at holding government to account for thier approach to Covid-19 GMB COVID19 covid19UK,0 1
1046,Let satanic forces flee from the regions of SILVIA PATRICIA and familia! - James 4.7 coronavirus,0 2 4
1047,Stay safe Americaand StayTheFuckHome - I want to come and visit you guys again soon! coronavirus covid19,0 2
1048,corona virus really delaying me moving with my husband...(weve been waiting for this since july) i miss him so damn much,5
1049,Is Kim gonna shoot every individual with covid19 to protect his nation?,4 6 10
1050,In a few minutes all the world's leaders are gonna bust the door down and give the epic reveal that Coronavirus was just a prank bro.,3 10
1051,my autocorrect better stop playing with me. the whole world is talking about corona and you keep trynna change the word covid to vivid,6 10
1052,turns out this was just a big april fools joke and corona is not actually real!!!!! right.... :(,4 5
1053,corona got yall going crazy in the head fr. i am convinced.,6 10
1054,Lets not deal with the idiocy of the world...we'll use COVID19 as an excuse to isolate...together,0 6
1055,I almost hat Corona beer as much as coronavirus! I do like limes though.,5 6 9
1056,"I regret leaving home after 16 days of self-quarantine... Yo guys, we need to make it at least 20 days now, am told! COVID19",0 4 6
1057,Coronavirus was created by schools to stop april fools day pranks,10
1058,Cant wait for tomorrow cause then we can april fools this corona virus away. you have to self isolate until May 8th - April Fools,3 10
1059,"How many I have Coronavirus.....sike, April Fools! jokes are going to be said tomorrow?",6 9
1060,"After watching your Coronavirus video, I can no longer read that word without saying it in your voice and tone",10
1061,How much Corona Test done in India? 18 tests per 1 Lakh..,6 9
1062,"the corona virus proves that Free healthcare isnt a good idea, the Gov is bleeding trying to keep everyone healthy",1 10
1063,Corona koi khel nehi musibat hai . please follow rules to avoid corona virus save your own life .,0 4
1064,Ever stop to think we havent even seen the worst of the corona virus,0 3
1065,Shi when corona end likabih will be ready whateva we make we followin w a music video on me,10
1066,i wanted to go to new orleans or cali for my birthday but what if corona still here,4 5
1067,love how the jail doesnt have a time limit since this corona virus I miss my bestfriend,3 5
1068,Nobody: Trinidad: 85 cases of Corona Me: Why I still in this country baii.....,4 5
1069,My colleague on the need for change to regulations around vaccines. COVID19 health law,0 3 5
1070,I really sick of thos corona shit so many lives taken families hurting,5
1071,"Lol, GOOOO GO NOW!!!! Cayman Island Corona stats...confirmed 14 deceased 1!",3 10
1072,"Nothing good ever happens, going out of the house... StayAtHome RestezChezVous COVID19",3 10
1073,Every damn company has put out their coronavirus commercial this week and fuck every last one of them,6
1074,What we are NOT going to do is use the coronavirus as an April fools joke. *cough jaejoong cough*,10
1075,"For the sixteenth consecutive day, the government has refused to answer one very simple question about coronavirus",6 10
1076,Its been Tuesday for 4 whole mins and I aint seen no one set of titties on my TL...... coronavirus smh,5 10
