3150,I could go for a cheesy Gordita crunch rn but some hoe bitch corona wont let me,5 6
729,if anyone does a coronavirus April's fools prank they're a bad person,6
2083,"I was Supposed To Be Buying My Four Wheeler and Business Truck Soon, and Corona Fucking Up my plans",6
4986,I'd say only fans are delighted with Covid19 the amount of post I've seen of people joining,0 10
372,always love customers learned to protect themselves but refused to protect us from COVID19 - A front line customer services worker,4 5 6
1884,April Fools is tomorrow so ima be pissed tf off if I find out this corona virus shit wasnt all a lie,0 6
2277,"Stay safe. COVID19 doesn't care about about party affiliation. No one is immune, find peace.",2 4
2151,Ever time I say coronavirus I gotta say it like Cardi,10
2892,Cant wait for April fools tomorrow. They are finally going to tell us this corona virus was all a joke.,0 3 10
3503,Former USSR and US are United against Chinese Originated VIral Disease-19 COVID19 Covid19usa covid19rusaia,7 8
4308,so many ruined plans na bc of covid19 ksksksks ampota,5 6
4800,Covid19 isn't the scariest part of our lives. It's how the LEFT and their MEDIA PUNDITS are using it to push their political agenda.,6 7
2069,"Sam Neill, aka is officially my new favorite person. coronavirus COVID19",0
3972,"Man this corona is really messing up a lot of things I cant even say this enough, have a lot of things to arrange",5 6
2473,From cockroach on your bed To corona in your blood April 1st updated,3 10
700,"Frustration! Overheard 2 guys talking about the Corona virus, the angrier one said disla Corona virus eh! Wanpla KKK virus stret eh!",3 6
1387,Let's Corona take charge of cleansing corruption and corrupt leaders of Nepal This may be noon for Nepal,6 9
999,This corona shit really has made this plce a hell hole like deadass,6
4679,good evening its quarantine day god knows what and my mom is on the phone having her daily corona virus conference,0 10
4559,"also openly transphobic, made people believe he had coronavirus and was poor etc hes just a sad loser",4 5
209,Just spoke with a doctor. Another confirmation that we have a cure for the Coronavirus. 100% effective,0 1
4905,Feel like this Coronavirus making school couples break up with each other,5
4982,Malaysian grandpapa extends coronavirus lockdown to 30th April. April Bulls,5 6 9
1553,"If Coronavirus goes on much longer, even Tom Adeyemi could return. itfc",10
4171,"Man coronavirus was the worst April fools joke, amirite guys? .....",10
1563,The corona has made its way to hammy and tomorrow at midnight we wont be able to leave our homes stay safe babies,2 4 5
1224,"The one thing ima hate the most after the coronavirus shit blows over, is that all the nail shops about to packed and full.",6
759,"Agree! These questions absolutely need to be asked, and answered !! coronavirus origins...",0 7 9
4305,Ight government its April fools now yall can say sike bout corona,10
4881,just waiting for someone to wake me up tomorrow and tell me coronavirus is just a joke aprilfoolsbaby,0 3
449,my bf and i are listing food places to hit up once this corona epidemic is over wewanttoeatout,0 5
1864,"Covid19 is killing me, aaaand i I must confess i hate quarantine,quarantine!!!! LSS",6
2733,Theres going to be an American girl doll in like 40 years who lived during the COVID19 pandemic and her name is going to be Mayleigh,9 10
217,Let us not forget the coronavirus primary double speak,0 6 9 10
2547,so twitter pinned the whole corona virus update on top of our tl's or is it just mine?,6 9
3630,"120 new confirmed case(s) in World totaling 1,444,942 in this place. Already 2,889,764 worldwide. coronavirus covid19 World",8
1515,"okay corona, youve over stayed your welcome. i need my damn nails done",6 10
465,why France was ready to shut border had Britain not toughened coronavirus measures,4 6 9
4939,Does anyone who smokes weed 24/7 have corona virus ??? Asking for a friend,9 10
4554,"All this shit going on has just proved that no, you cannot, in fact, save money by just staying home home. STILLBROKE COVID19",3 6 9
1269,"coronavirus is a chaos to every human on earth since it doesn't choose whom to bring down. Beware, stay safe",4 6 9
2459,"The Media tells you the Coronavirus is coming and you Panic , The Quran tells you last day and hour is coming and you do Nothing ???",2 6
3967,Feb 27 Moron said coronavirus would be gone like a miracle He ignored facts.,6
1668,Looks like you drank something at the Mahasabha Go Corona party the next day!!,10
4803,This corona shit is so real bruh yall needa take this shit serious bro,4 6
1314,Hopefully Boris comes out tomorrow and says the Coronavirus was just an april fools joke,5 10
4402,"If you had to sacrifice one football club to end the corona virus now, who would it be and why would you choose Celtic?",3 9 10
4879,I want this Coronavirus to end so I can go outside but no Im stuck in my house,6
1886,"Hopefully by the end of today, Corona just turns out to be a drawn out April Fools joke",0 7
3487,"Imagine being: single, broke, and sad during the corona outbreak It fucking sucks fam ya girl is hurting",10
2686,Bro grandpa just died from corona yesterday. Dam. Shit real. Be safe. Love yal,4 5
1300,"BREAKING Eight new cases of coronavirus reported from Ahmedabad, number rises to 82 in Gujarat Covid_19india CautionYesPanicNo",8
4690,"I think the first bat to get coronavirus, originally got it from a cruise ship.",7 9 10
4279,This is like the end of capitalism . This is like the Dark Ages all over again. Save your money. COVID19 04.01.2020.,3 4
3504,Sonnnnnnnn having a Dominican mother in this crisis is the worst lmfaoooooooo this lady dont stfu about this PINCHE CHINGADA Corona virus,10
4229,it may be like lord Rama arrow for corona if yes then address the INDIA please,0 10
3447,Why so much of religion used in this fight against COVID19?. Forget all differences and together we can win this pandemic.,0 2
3939,Well Good News Is I Found New Studio In The Midst Of All This Corona Bullshit! BackToWork,0
1281,When your congressman deploys with the to help fight the coronavirus . Thats leading by example.,1
4536,Been praying for time off for awhile now Just to rest and spend time with my child Never knew it would take coronavirus for it to happen,0 1 2
2865,The Boston Globe holds the US President directly responsible for the coronavirus crisis in the country.,6 8 9
398,"CoronavirusInSA Gauteng has recorded the first COVID19 death, with the mortality rate here in South Africa edging up to 0.37%.",6 8
4823,"Just saw a video of a Coronavirus test being done. All I gotta say is, fuck that shit.",4 5
2421,So who is gonna build a coronavirus-era startup company? What services will it offer?,0 4
519,I hope someone is able to pinpoint amazon for Coronavirus spread and sue the brakes off they ass a greedy mofo smh,0 6
4441,"COVID19 CoronaViruse Coronavirus Cases: 859,031 Deaths: 42,322 Recovered: 178,100",8
4198,Government better say April fools tomorrow and say there was never a corona virus :.),0 5 10
4610,Lbr Ne-Yo and Meg Thee Stallion could make a banger so good it ends coronavirus,0 6 10
2450,us coronavirus underwood coverage up colin usa cases until could urge central use cruise united claims,8 9
4788,$NVAX Identifies Coronavirus Vaccine Candidate; Accelerates Initiation of First-in-Human Trial to Mid-May,0 8
4262,"I just drunk-ordered panda underwear, so that's how my quarantine is going. COVID19 Quarantine",0 10
2346,if for april fools day u pretend u have corona im blocking u,6 10
4878,"I must go to the dentist today, are is safe ? Im afraid is not save because of Corona",4 9
1951,This need to done by every state. Testing need to be increased for covid19 as per revised criteria .,0 4 9
2832,im definitely telling the future generations that i attended class in the midst of a pandemic WorkFromHome COVID19,0 6 10
608,"i wanna go back home, i miss the bay fuckin coronavirus!!!! i was too excited",3 6
387,Not sure if its corona virus or my dab pen making my throat itch,4
3237,Where are those people who said the Coronavirus will die because of all the clapping and noise-making on 22nd March? IndiaVsCorona,3 9
2914,"Im so sorry,my heart goes out to all who have had love ones taken by this corona virus.",0 2 5
2276,Still waiting for mrs corona to say April fools mfs,3 10
1263,currently waiting for miss corona to say april fools! and stop her world tour,0 10
4835,Information for clinicians on supporting people with a learning disability during the coronavirus pandemic,0 8
4839,Reinfection due to New Varients in short time is most likely explanation of danger by Covid19 COVID19dk,6 8 9
4741,Updates on coronavirus ( COVID19) preparations resources from our Rural Capital Area community partners:,8
3870,This fucking moron I know thinks that George Soros owns the WHO and helped to create the coronavirus..... Jesus fucking Christ.,6
568,my house has an ant infestation and may the good lady corona take me into her arms,10
222,I wish to make a cash donation to help stop the speed of corona virus. How may I do that please,0 1 9
3830,Thinking about open air prisons like Gaza Kashmir. Who is protecting the people there from Corona?,2 4 5
4474,I dont want to hear any dumb Corona virus April fools jokes tomorrow. Nothing funny about whats going on right now. coronavirus COVID19,4 6
860,"jaejoong seriously said he was hospitalized w covid19 AS AN APRIL FOOLS JOKE?? fuk him. no seriously, how is that funny.. ugh.",6
2060,They wont refund me back my flight until the corona virus situation destabilizes ... mf give me back my money!,6
3930,Who got coronavirus i just wanna be friends my life need some excitement,10
3434,my cousin who works at the cdc said if everyone throws away their copies of milk honey the gov will stop coronavirus,10
2785,Disney released corona to get more viewers in lockdown for Disney +. Tell me I'm wrong.,7 9 10
3995,"Gentle reminder that tweeting I have coronavirus tomorrow as an april fools prank is not funny, just tasteless and insensitive.",6 9
4061,Hes a Republican! Bottom line majority of doesnt seem to take COVID19 seriously!,6 9
2648,"I went to the ER last night for a non- COVID19 reason, so I guess you could say I know how Katniss Everdeen feels",4 10
3271,"a great resource for prevention and dealing with the virus, delivered in plain language COVID19 FlattenTheCurve",0
2696,Translation: coronavirus has converted to Islam in India. Says a potato face.,10
3364,AprilFoolsDay German Department of Health asking people not to make up stories about COVID19: Corona is no joke,4 6 10
4304,I just found how theres no backspace button on the corona virus kinda sad hbu :/,5
3280,i dont wanna hear any jokes about corona being gone tomorrow for april fools pls,6 9
2780,McConnell your time is past. Beware of the midnight Corona runners! Throwing their disease on old farts who lie.,3 4 7
793,Stg if this corona shit wasnt happening nobody would be hearing from me or seeing any sign of me !!,5 6 9
2376,i hope this corona virus stuff is just a big april fools prank from the government,10
166,speaking of my daddy were probably not meeting in may because of stupid corona :(,5
3220,Philippine Ambassador to Japan Jose Laurel V says 2 Filipinos in Japan suspected to be COVID19 positive via,8
1968,"If I catch any of you asshats joking about having Coronavirus as an April fools joke, I will end you. Or the Im pregnant jokes.",6 10
2521,Years from now our kids gone be coming home with corona virus history homework,5 10
1946,"Apparently Rats and Snakes can't catch the Corona virus. So don't worry, y'all are safe.",10
3101,Comparing coronavirus deaths to deaths in war is a stupid thing that people shouldnt do.,6
2275,"So far this Coronavirus Quarantine has taught me that antisocial, introvert I dont need nobody twitters are the biggest liars!!!",5 6 10
3804,"Hearing too many celebs and actors unfortunately getting coronavirus, BUT NOT TRUMP??",5 6
163,u cant just create an april fools joke on corona virus man.. ppl actually died bcs of it wtf,5 6 10
1380,I went outside without gloves and without a mask corona doesnt like me as well why should I worry,3 10
3924,my kid just asked me if I think covid19 could be an elaborate Aprils fools joke.,0 10
4327,How is it already April but also ONLY April? It feels like weve lived several months in just a few weeks. COVID19,5 6
1613,I dont feel good and I dont know if Im just exhausted from working so much or if I have corona,4
4267,"Plot twist. The conspiracy theorists we be the death of us all, not corona.",6 7 10
1983,"On some real shit I think I done had the Coronavirus already , nobody just knew what it was ..",4 9
4962,"CoronavirusOutbreak No. of confirmed cases globally: 860,181 Deaths reported: 42,345 Total recovered: 178,359 Covid_19",8
3887,I wish we could wake up in the morning and the universe goes lol April Fools! No more Corona!,0 10
4825,"I think Trump might have has COVID-19, he looked extra sweaty today. Probably why he faced reality and sounded grim.",4 9
4375,i hope the government come today and say april fools coronavirus was a prank,3 10
679,An employee at Loves Truck Stop in Madera tested positive for Covid19.,4 8
2656,No one: Don Lemon: Chris. Did you get my gift? Chris Cuomo: What? DL: A sIx PaCk oF CoRonA.,0 10
505,This is real! Please be careful and protect yourselves. We joke and make fun but I had a friend die today Coronavirus,0 4 5
2738,So this guy wants India to top in Corona deaths.. Now we can see how jealous these guys are about India..,6
1501,HEARTBREAKING: Netherlands today reports +777 new cases and +234 new deaths with COVID19.,5 8
4558,Excited for all of the Corona related April Fools jokes tomorrow. They sure wont get old quickly!,6 10
1804,i really have to take several deep breaths before reading any New York Times coronavirus coverage,4 6
2870,Which one of friends owns a company that makes ventilators? 25thAmendment coronavirus lookintothat,9
927,I feel like... Trump's coronavirus briefings are like when someone gives a book report about a book they didn't actually read.,6 10
4037,Tomorrow is April Fools I hope this Corona Virus mess was a joke,10
1573,This corona virus getting so out of hand and we still gotta work damn...,4 6 10
2480,As of midnight on April 1st there are 242 fanfics on ao3 that have the tag coronavirus and I have not determined how I feel about this,4 6 10
20,"A lot of chatter about 16000 staff for the Nightingale Pop Up Hospital, but where are they coming from? Covid19",4 7 9
1012,lol all med school motivational statements are gonna be about how they wish they could help out during the corona pandemic,0 3 10
4188,Oh make no mistake if you get shot in the head by someone who has coronavirus you died of coronavirus.,7 10
3529,why do i always hear cardi b saying corona virus at the back of my head quarantine's affecting my sanity,10
3915,One thing the Corona Virus has shown us is that; Socialism is possible.,0 5
1030,and me are gonna create Coronavirus Diss Part 2.,0 6 10
4757,Got a mypillow from someone and it is literally the worst pillow Ive ever had coronavirus,4 6 9
4721,"Wow, as if covid19 wasn't bad enough- Bob Dylan has released a new song- a 17 minute ballad about the assassination of JFK.",6 10
4291,BonespuraVirus is Trumps fault TheLockdown StayAtHome COVID coronavirus EasterSundayMassacre,0 6
914,"BREAKING SouthKorea reports 101 more cases of new coronavirus, total now at 9,887. Death toll rises by 3 to 165.",8
3020,"Yeah, I stay away from Twitter again. I can't take the coronavirus jokes anymore. Super anxious already",4 6
2365,Hope I don't see COVID19 is over and etc... jokes tonight/tomorrow for April Fools.,6 10
2183,"So much for MoscoMitchs bogus alibi that Trump was overwhelmed by the impeachment, so no time for the Coronavirus.",7 9 10
2611,Man dont let this corona have yall doing corny ass shit yall being mad ass weird with the free time,5 6 10
904,"PSA: Dont ask delivery drivers to make special birthday wishes to your order. Come on, people. coronavirus servers",6 10
3283,"B.S.,he was playing golf right through, and GOP freed him in plenty of time to prepare for Covid-19 FAIL!",6 9
2752,Bill Gates money is behind the CoronaVirus... his mad scientists bought paid for created this!,6 7 9
4246,The corona virus came now you really dont get a bless you after a sneeze just a dirty look.,5 10
1025,you suck! Not helpful not showing Trump the coronavirus updates! You are the Communist News Network!,6
4307,Companies here is japan are forcing people to work even though coronavirus is all over Tokyo,4 6 9
1792,Positive recovery stories are always a great read! COVID19 PositiveTweetsKaroNa,0
3848,(3/31/2020) Per the NY Times: The novel coronavirus is the first virus that is not an influenza virus to set off a pandemic.,8 9
1721,corona got us so fucking bored it made leafyishere come back...,3 5
4582,"Personally, I am donating my one year's salary to the CMRF Covid19 ... COVID19 Corona Karnataka",0 2 5
3194,i dont wish corona virus upon anyone except for camilla cabello and shawn mendes. in fact i HOPE they get it,6 9 10
676,. talks about the importance of existing home set ups to minimize radiologist exposure COVID19,4 8
1158,This rain dey like wetin fit wash Coronavirus away rain CONVID19,0 2 5
3257,Oh if it werent for corona Wed all be in Sonoma Getting wine wasted Not bat flu tested!,5 10
4236,"Come on yall Lets cancel COVID19. Stay inside and socially distant, friends GlobalPandemic",0
2227,"Preemptive strike: if you post April Fools Day stuff about coronavirus tomorrow, Ill never forgive you, and neither should anyone else.",6 10
4555,Fauci: Mask-wearing recommendation under very serious consideration.. USA.. coronavirus..,1 8
774,Went out for a drive w my fam and my mom rly said look even the trees look sad cause of corona,5 10
3794,"Im going to have to cut my own toenails, Tina is gonna be sooo disappointed with me. COVID19 StayHome StayHomeMN",10
1754,The perk of being Jewish during Passover and Coronavirus is that we wont need to use toilet paper for the next 8 days...,0 10
920,"...yknow, the coronavirus has some spectacular ratings, almost as good as ours... ArtOfThePossible",0 10
3795,CNN spit on Muslims and Allah all over the world for spreading CORONA virus in India,6
4747,Italy closes ports to ships carrying migrants and refugees because of the coronavirus pandemic.,8
3244,"Happi badaday keta .... Stay at home , Sanitize Hands , Drink Lots Of Corona Die Due To Brust Of Liver and Kidney",0 10
3537,Lol what if the really said APRIL FOOLS tomorrow? coronavirus,0 10
2720,I dont know who needs to hear this but staying at home during lockdown is the perfect time to grow out those eyebrows coronavirus,0 10
2567,not enough. at least we needs another 6 months. COVID19 Quarantine,3
3144,Corona virus make april fool's day not famous anymore,5 10
305,"Studies say that the only way to stop Coronavirus is to drink bleach, dont quote me tho",10
566,Wuhan Chinese virus spread Not spread Shanghai and other Chinese Area. Yes. Chinese corona weapon,0 6 7
1046,Let satanic forces flee from the regions of SILVIA PATRICIA and familia! - James 4.7 coronavirus,0 2 4
4847,seltzers are worth the purchase for mango flavor alone,0 10
2345,Coronavirus has me feeling very good about living in the communist state of California. Communism is good at thwarting viruses.,0 10
825,So gun girl said Corona is god punishing us for being mean and bullying her,5 9 10
1360,Let me introduce you to a new term: After Corona Party. That's what we are all waiting for \\o/ AfterCoronaParty,5 10
1765,One thing you realised during the Covid_19 lockdown while sitting at home? Quote/comment.,0 9
330,there are 3011 cases of corona virus in la and if harry is really there i want him out like can someone go get him or something,4 5 10
3703,[Total] Active 638300 Deaths 42146 Recovered 177931 CORONAVIRUS NEWS COVID19,8
3975,havent received any spam calls since coronavirus started hahahaha what,10
1888,Remember Jr The CORONA virus is a DEMOCRATIC hoax.... good bless Kimberly for her ignorance....,6 7 9 10
4286,SoKor patients recover from COVID19 without spending any won. Philippines can't relate.,5 7 9
754,A lot of you would benefit from staying off social media for a few days and it shows. coronavirus socialmediadistancing,0 10
2674,I request fools and pranksters to stay home or else Cockroach on your bed becomes Corona in your blood,6 10
1021,Best April Fool's joke ever. Trump saying he'd fix Corona Virus by Easter.,6 10
2814,my bdays tomorrow im not getting birthday coochie smh.. count your days corona u dumb bitch,6
2496,"Catching up on Vietnam, Corona does seem to be spreading through Saigon and Hanoi, thus the national lockdown on March 28",3 8 9
474,How do anti-vaxxers feel about the development of a coronavirus vaccine?,2 6 9
1416,Never fight the FED. Tina Fomo back in play after Corona peak. finanstwitter,0 4 10
3488,if yall make i got coronavirus April fools jokes then we throwin hands,6 10
3822,Did you see that thing about sending a stool sample to Nancy to see if we have corona(corn in it optional),10
52,Make corona finish,0 3 4 5 10
3491,a coronavirus april fools day joke... pls read the damn room,5 6 10
4319,"I just want a Zingers Mountain Melt from Ale House rn. But ya know, corona out here ruining my fat ass desires at 1AM.",5 10
1546,"Royal Corona Trump Train, Russell Road, Wolf Creek Lumber Mill Rail Line, Josephine County Oregon, Terror:",1 6 10
4724,"CoronaVirusUpdates 16 new coronavirus cases, Maharashtra Covid-19 numbers jump to 320",4 5 9
4143,"1 new death(s) confirmed in USA totaling 3,890 in this place. Already 42,152 worldwide. coronavirus covid19 Usa",8
4008,telling people that you've tested positive for corona virus isn't funny for april fools day,6
980,"Dear soccer, I really miss you ,please come back already :( Also dear corona , Frick u for ruining everything",5 6
3747,Will Trump tweet an April Fools we found a vaccine tomorrow? Yes -725 No +430 covid19 trump gambling,6 10
2170,"I wish it was coz he aint worried about corona, dogs cant get it",0 4 6
3744,"I legit read it as Corona Maki. Not being rude, funny or anything but that the exact word that my brain said.",3 6 10
2866,Thanks u honorable cm of Karnataka to given entire year's salary to fight coronavirus,1
392,McConnell says Trump impeachment trial 'diverted the attention' of the government as coronavirus entered US. Eat. Penguin. Shit.,6 8
5000,"Dear corona, If you cancel my fucking church camp and summer plans. COVID19",6 10
270,Alright this corona shit got serious now ima stay my ass home no more Sunday funday,4 5 6
4015,I bet if the coronavirus took out Magic Johnson we would take these Stay At Home orders a lot more seriously...,3 4 10
2476,LRT: coronavirus and pregnancy annoucements are NOT funny. I hate April fool's day.,6
1730,Has coronavirus finally put a stop to the silly April 1 prank news stories KE newspapers delight in publishing?,5 6
3546,On April 1 were all going to find out this whole coronavirus thing was a huge prank,0 10
